,id,type,title,director,genres,overview,vote_average,vote_count
277,s3955,Movie,Martin Lawrence Live: Runteldat,David Raynr,['Stand-Up Comedy'],"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.",5.0,1
278,s4009,Movie,Mean Streets,Martin Scorsese,"['Classic Movies, Dramas, Independent Movies']","In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",7.2,345
279,s4032,Movie,Men in Black,Barry Sonnenfeld,"['Action & Adventure, Comedies, Sci-Fi & Fantasy']","A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",6.9,4412
280,s4033,Movie,Men in Black II,Barry Sonnenfeld,"['Action & Adventure, Comedies, Sci-Fi & Fantasy']",Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,6.0,3114
281,s4081,Movie,Midnight Special,Jeff Nichols,"['Action & Adventure, Sci-Fi & Fantasy']","When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics.",6.2,694
282,s4102,Movie,Milk,Gus Van Sant,"['Dramas, Independent Movies, LGBTQ Movies']","Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.",7.1,612
283,s4120,Movie,Miracle,Gavin O'Connor,"['Children & Family Movies, Dramas, Sports Movies']",U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,7.0,159
284,s4126,Movie,Mirror Mirror,Tarsem Singh,"['Children & Family Movies, Comedies']",This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.,5.5,1114
285,s4140,Movie,Miss Julie,Liv Ullmann,"['Dramas, International Movies']","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",5.9,45
286,s4173,Movie,Mona Lisa Smile,Mike Newell,['Dramas'],"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.",6.5,393
287,s4178,Movie,Money Talks,Brett Ratner,"['Action & Adventure, Comedies']","TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",5.9,87
288,s4200,Movie,Monster House,Gil Kenan,"['Children & Family Movies, Comedies']","A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",6.3,874
289,s4203,Movie,Monster-in-Law,Robert Luketic,"['Comedies, Romantic Movies']",An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,5.6,406
290,s4208,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","['Action & Adventure, Classic Movies, Comedies']",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,7.8,1708
291,s4222,Movie,Moon,Duncan Jones,"['Dramas, Independent Movies, Sci-Fi & Fantasy']","As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.",7.6,1794
292,s4245,Movie,Movie 43,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn",['Comedies'],"An eye-popping cast stars in this sketch-comedy collage, the new millennium's homage to classic anthology films like The Kentucky Fried Movie.",4.4,797
293,s4250,Movie,Mr. Church,Bruce Beresford,['Dramas'],"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family.",7.0,129
294,s4251,Movie,Mr. Deeds,Steve Brill,"['Comedies, Romantic Movies']","After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple – where a reporter and a company bigwig are waiting to pounce on him.",5.6,644
295,s4254,Movie,Mr. Peabody & Sherman,Rob Minkoff,"['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time.",6.7,843
296,s4266,Movie,Much Ado About Nothing,Alejandro Fernández Almendras,"['Dramas, Independent Movies, International Movies']",Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,7.2,189
297,s4270,Movie,Mud,Jeff Nichols,"['Dramas, Independent Movies']","Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters.",7.0,1068
298,s4284,Movie,Muppets Most Wanted,James Bobin,"['Children & Family Movies, Comedies']","In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves.",6.2,316
299,s4321,Movie,My Girl,Howard Zieff,['Dramas'],This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,7.0,428
300,s4356,Movie,My Sister's Keeper,Nick Cassavetes,['Dramas'],A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.,7.1,598
301,s4367,Movie,My Week with Marilyn,Simon Curtis,"['Dramas, Romantic Movies']","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity.",6.6,406
302,s4373,Movie,Mystic Pizza,Donald Petrie,"['Comedies, Dramas, Independent Movies']","In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.",5.9,123
303,s4375,Movie,Mystic River,Clint Eastwood,"['Dramas, Thrillers']","Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.",7.6,1422
304,s4383,Movie,Nacho Libre,Jared Hess,"['Comedies, Sports Movies']","When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.",5.6,359
305,s4397,Movie,Namastey London,Vipul Amrutlal Shah,"['Comedies, Dramas, International Movies']","To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",6.6,29
306,s4423,Movie,National Lampoon's Loaded Weapon 1,Gene Quintano,"['Action & Adventure, Comedies, Independent Movies']","In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case.",5.7,157
307,s4425,Movie,National Treasure,Jon Turteltaub,"['Action & Adventure, Children & Family Movies']","Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin.",6.4,1926
308,s4454,Movie,New York Minute,Dennie Gordon,"['Children & Family Movies, Comedies']","When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",5.5,185
309,s4470,Movie,Nightcrawler,Dan Gilroy,"['Dramas, Independent Movies, Thrillers']",A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.,7.6,3395
310,s4478,Movie,Ninja Assassin,James McTeigue,['Action & Adventure'],"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge.",6.2,371
311,s4495,Movie,No Reservations,Scott Hicks,"['Comedies, Romantic Movies']","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",6.1,327
312,s4519,Movie,Nothing to Lose,Alexandre Avancini,"['Dramas, Faith & Spirituality, International Movies']",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,6.3,174
313,s4545,Movie,Nowhere Boy,Sam Taylor-Johnson,['Dramas'],"Raised by his aunt since he was a young boy, charismatic John Lennon is suddenly reunited with his mother, Julia, which ignites a bitter battle.",7.2,244
314,s4560,Movie,Obvious Child,Gillian Robespierre,"['Comedies, Dramas, Independent Movies']","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.",6.7,187
315,s4564,Movie,Ocean's Eleven,Lewis Milestone,"['Action & Adventure, Classic Movies, Comedies']","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies.",7.2,3783
316,s4565,Movie,Ocean's Thirteen,Steven Soderbergh,"['Action & Adventure, Comedies']",This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,6.5,1999
317,s4566,Movie,Ocean's Twelve,Steven Soderbergh,"['Action & Adventure, Comedies']","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",6.4,2124
318,s4608,Movie,Olympus Has Fallen,Antoine Fuqua,['Action & Adventure'],A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,6.2,2981
319,s4636,Movie,Once Upon a Time in the West,Sergio Leone,"['Action & Adventure, Classic Movies, International Movies']","In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",8.1,1128
320,s4639,Movie,One Day,Banjong Pisanthanakun,"['Dramas, International Movies, Romantic Movies']","When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",7.0,978
321,s4643,Movie,One Direction: This Is Us,Morgan Spurlock,"['Documentaries, Music & Musicals']",Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.,8.0,201
322,s4661,Movie,Only God Forgives,Nicolas Winding Refn,"['Cult Movies, Independent Movies, Thrillers']","When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",5.6,862
323,s4664,Movie,Open Season,"Roger Allers, Jill Culton","['Children & Family Movies, Comedies']","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.",6.1,656
324,s4668,Movie,Operation Chromite,John H. Lee,"['Action & Adventure, Dramas, International Movies']","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",5.8,29
325,s4681,Movie,Ordinary People,Eduardo Roy Jr.,"['Dramas, Independent Movies, International Movies']","Barely making a living as pickpockets, a teenage couple in Manila resort to desperate measures when their one-month-old child is kidnapped.",7.4,145
326,s4695,Movie,Our Idiot Brother,Jesse Peretz,"['Comedies, Dramas, Independent Movies']",A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.,5.9,365
327,s4721,Movie,P.S. I Love You,Richard LaGravenese,"['Dramas, Romantic Movies']","When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",6.9,977
328,s4750,Movie,Pan's Labyrinth,Guillermo del Toro,"['Dramas, International Movies, Sci-Fi & Fantasy']",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,7.6,3041
329,s4754,Movie,Panic Room,David Fincher,['Thrillers'],A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,6.5,1267
330,s4768,Movie,Paranormal Activity,Oren Peli,"['Horror Movies, Thrillers']","When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",5.9,1316
331,s4771,Movie,ParaNorman,"Sam Fell, Chris Butler","['Children & Family Movies, Comedies']","When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day.",6.7,789
332,s4795,Movie,Patriot Games,Phillip Noyce,['Action & Adventure'],CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.,6.3,433
333,s4800,Movie,Paul Blart: Mall Cop,Steve Carr,"['Action & Adventure, Comedies']",An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.,5.2,788
334,s4845,Movie,Philadelphia,Jonathan Demme,"['Classic Movies, Dramas, LGBTQ Movies']",Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.,7.6,988
335,s4862,Movie,Pineapple Express,David Gordon Green,"['Action & Adventure, Comedies']","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",6.6,1148
336,s4875,Movie,Planet 51,Jorge Blanco,"['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",5.6,556
337,s4880,Movie,Platoon,Oliver Stone,"['Action & Adventure, Classic Movies, Dramas']",A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.,7.5,1205
338,s4882,Movie,Playing for Keeps,Gabriele Muccino,"['Comedies, Romantic Movies, Sports Movies']","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team.",5.4,240
339,s4895,Movie,Point Blank,Joe Lynch,['Action & Adventure'],"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.",7.1,95
340,s4916,Movie,Poseidon,Wolfgang Petersen,"['Action & Adventure, Dramas']","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",5.5,583
341,s4990,Movie,Prom Night,Nelson McCormick,['Horror Movies'],"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends.",4.8,167
342,s4994,Movie,Psycho,Mysskin,"['Horror Movies, International Movies, Thrillers']","As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",8.2,2320
343,s5003,Movie,Pulp Fiction,Quentin Tarantino,"['Classic Movies, Cult Movies, Dramas']","This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.",8.3,8428
344,s5013,Movie,Puss in Boots,Chris Miller,"['Children & Family Movies, Comedies']",The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,6.4,451
345,s5029,Movie,Quantum of Solace,Marc Forster,['Action & Adventure'],"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6.",6.1,2965
346,s5030,Movie,Quartet,Dustin Hoffman,"['Comedies, Dramas, Independent Movies']",A trio of retired opera singers' annual celebration of Verdi's birthday sours when their estranged fourth member shows up but refuses to sing.,6.3,139
347,s5043,Movie,Quigley Down Under,Simon Wincer,['Action & Adventure'],"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner.",6.5,119
348,s5053,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","['Action & Adventure, International Movies, Music & Musicals']",The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,7.1,478
349,s5055,Movie,Race to Witch Mountain,Andy Fickman,['Children & Family Movies'],A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.,5.5,509
350,s5056,Movie,Rachel Getting Married,Jonathan Demme,"['Dramas, Independent Movies']",Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.,6.1,163
351,s5064,Movie,Raging Bull,Martin Scorsese,"['Classic Movies, Dramas, Sports Movies']","This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.",7.7,938
352,s5071,Movie,Rain Man,Barry Levinson,"['Classic Movies, Dramas']","A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond.",7.6,1709
353,s5077,Movie,Raising Victor Vargas,Peter Sollett,"['Dramas, Independent Movies, Romantic Movies']",A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.,7.8,13
354,s5098,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,"['Dramas, International Movies']",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,7.2,97
355,s5099,Movie,Rango,Gore Verbinski,"['Children & Family Movies, Comedies']","When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.",6.6,2051
356,s5107,Movie,Ravenous,Robin Aubert,"['Horror Movies, International Movies']","As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",6.9,141
357,s5119,Movie,Real Steel,Shawn Levy,"['Action & Adventure, Sci-Fi & Fantasy, Sports Movies']",A struggling fighter-turned-promoter reconnects with his estranged son to convert an old-generation robot into a mighty World Robot Boxing contender.,6.6,2692
358,s5122,Movie,Rebecca,Ben Wheatley,"['Dramas, Romantic Movies, Thrillers']","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",7.7,336
359,s5135,Movie,Red Dawn,John Milius,"['Action & Adventure, Cult Movies']",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.,6.4,215
360,s5159,Movie,Remember Me,Allen Coulter,"['Dramas, Romantic Movies']","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain.",6.9,948
361,s5167,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,"['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']","The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.",5.8,1363
362,s5189,Movie,Revolutionary Road,Sam Mendes,"['Dramas, Romantic Movies']","April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness.",6.7,796
363,s5208,Movie,Righteous Kill,Jon Avnet,"['Dramas, Thrillers']","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.",5.9,375
364,s5226,Movie,River's Edge,Isao Yukisada,"['Dramas, International Movies']","High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",6.7,59
365,s5228,Movie,Rize,David LaChapelle,['Documentaries'],"This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.",5.9,13
366,s5245,Movie,Rocky,John G. Avildsen,"['Action & Adventure, Classic Movies, Dramas']","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",7.5,1791
367,s5275,Movie,Room,Lenny Abrahamson,"['Dramas, Independent Movies']","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",8.1,2757
368,s5286,Movie,Rosemary's Baby,Roman Polanski,"['Classic Movies, Horror Movies, Thrillers']","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",7.5,863
369,s5289,Movie,Rounders,John Dahl,['Dramas'],"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",6.9,439
370,s5296,Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer","['Children & Family Movies, Comedies']",The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.,6.0,100
371,s5299,Movie,Rumble in the Bronx,Stanley Tong,"['Action & Adventure, Comedies, International Movies']","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.",6.5,240
372,s5303,Movie,Runaway Bride,Garry Marshall,"['Comedies, Romantic Movies']","Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar.",5.7,455
373,s5323,Movie,S.W.A.T.,Clark Johnson,['Action & Adventure'],"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",5.8,770
374,s5340,TV Show,Safe,,"['British TV Shows, Crime TV Shows, International TV Shows']","After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",6.3,799
375,s5341,Movie,Safety Not Guaranteed,Colin Trevorrow,"['Comedies, Independent Movies, Romantic Movies']","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him.",6.8,556
376,s5342,Movie,Sahara,Pierre Coré,['Children & Family Movies'],"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",5.7,434
377,s5391,Movie,Sarah's Key,Gilles Paquet-Brenner,"['Dramas, International Movies']","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",7.2,196
