,id,type,title,director,genres,overview,vote_average,vote_count
0,s4,Movie,9,Shane Acker,"['Action & Adventure, Independent Movies, Sci-Fi & Fantasy']","In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",6.6,1262
1,s5,Movie,21,Robert Luketic,['Dramas'],A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,6.5,1375
2,s45,Movie,Æon Flux,Karyn Kusama,"['Action & Adventure, Sci-Fi & Fantasy']","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",5.4,703
3,s72,Movie,16 Blocks,Richard Donner,['Action & Adventure'],"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",6.2,661
4,s73,Movie,17 Again,Burr Steers,['Comedies'],"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again.",6.1,1350
5,s85,Movie,21 & Over,"Jon Lucas, Scott Moore",['Comedies'],Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,5.7,737
6,s95,Movie,28 Days,Betty Thomas,"['Comedies, Dramas']","After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.",6.0,208
7,s97,Movie,3 Days to Kill,McG,['Action & Adventure'],A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.,6.0,883
8,s105,Movie,30 Minutes or Less,Ruben Fleischer,"['Action & Adventure, Comedies']",Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.,5.6,531
9,s122,Movie,50 First Dates,Peter Segal,"['Comedies, Romantic Movies']","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day.",6.6,2105
10,s123,Movie,50/50,Jonathan Levine,"['Comedies, Dramas, Independent Movies']",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.,7.0,1261
11,s154,Movie,A Bridge Too Far,Richard Attenborough,"['Action & Adventure, Classic Movies, Dramas']",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.,6.9,207
12,s164,Movie,A Cinderella Story,Mark Rosman,"['Children & Family Movies, Comedies']",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,6.1,713
13,s184,Movie,A Haunted House,Michael Tiddes,"['Comedies, Horror Movies']","This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await.",5.4,516
14,s207,Movie,A Most Violent Year,J.C. Chandor,"['Dramas, Thrillers']",Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.,6.5,546
15,s211,Movie,A Night at the Roxbury,John Fortenberry,"['Comedies, Cult Movies']","After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch.",5.9,198
16,s225,Movie,A Separation,Asghar Farhadi,"['Dramas, International Movies']","Amid an impasse in his marriage, a father in Tehran is beset by a bitter feud involving the family of a pious caretaker he hired for his aging dad.",7.7,469
17,s227,Movie,A Serious Man,"Ethan Coen, Joel Coen","['Comedies, Independent Movies']","With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance.",6.6,483
18,s230,Movie,A Single Man,Tom Ford,"['Dramas, Independent Movies, LGBTQ Movies']",This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,7.3,463
19,s241,Movie,A Thousand Words,Brian Robbins,['Comedies'],"When he learns his karma will permit him to speak just a thousand more words before he dies, fast-talking agent Jack must make every syllable count.",6.0,373
20,s251,Movie,A Walk to Remember,Adam Shankman,"['Dramas, Romantic Movies']","When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms — until tragedy threatens to tear them apart.",7.5,1018
21,s287,Movie,About a Boy,"Chris Weitz, Paul Weitz","['Comedies, Dramas, International Movies']","Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.",6.6,607
22,s288,Movie,About Time,Richard Curtis,"['Comedies, Dramas, International Movies']","When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.",7.8,2067
23,s298,Movie,Across the Universe,Julie Taymor,"['Dramas, Music & Musicals, Romantic Movies']","An American girl and a British lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the Beatles.",7.1,410
24,s299,Movie,Act of Valor,"Mike McCoy, Scott Waugh",['Action & Adventure'],An elite squad of Navy SEALs is tasked with rescuing a kidnapped CIA agent from a lethal terrorist cell.,6.3,417
25,s314,Movie,Adore,Anne Fontaine,"['Dramas, Independent Movies, International Movies']","When lifelong friends Roz and Lil fall in love with each other's teenage sons, they must carry out their affairs in relative secrecy.",6.1,291
26,s324,Movie,After,Jenny Gage,"['Dramas, Romantic Movies']","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",5.6,63
27,s418,Movie,All the Boys Love Mandy Lane,Jonathan Levine,['Horror Movies'],"During a weekend excursion to a secluded ranch, an unwelcome visitor begins picking off the randy admirers of teenage temptress Mandy Lane.",5.7,209
28,s432,Movie,Along Came a Spider,Lee Tamahori,['Thrillers'],"When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent.",6.1,400
29,s434,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,['Children & Family Movies'],"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind.",6.5,4
30,s456,Movie,American Beauty,Sam Mendes,['Dramas'],"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends.",7.9,3313
31,s466,Movie,American Heist,Sarik Andreasyan,"['Action & Adventure, Dramas']",An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.,4.3,158
32,s467,Movie,American History X,Tony Kaye,['Dramas'],A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,8.2,3016
33,s474,Movie,American Psycho,Mary Harron,"['Comedies, Cult Movies, Dramas']","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges.",7.3,2066
34,s518,Movie,Angel Eyes,Luis Mandoki,"['Dramas, Romantic Movies']","When a violent assault leaves her vulnerable, a streetwise Chicago cop receives help from a haunted loner who's struggling with traumas of his own.",5.6,88
35,s522,Movie,Angels & Demons,Ron Howard,['Thrillers'],A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.,6.5,2129
36,s563,Movie,Apollo 18,Gonzalo López-Gallego,"['Horror Movies, Sci-Fi & Fantasy, Thrillers']","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.",5.0,356
37,s589,Movie,Arthur Christmas,Sarah Smith,"['Children & Family Movies, Comedies']","At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.",6.7,333
38,s592,Movie,"As Above, So Below",John Erick Dowdle,"['Horror Movies, Thrillers']",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,6.1,766
39,s593,Movie,As Good as It Gets,James L. Brooks,"['Comedies, Romantic Movies']","The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.",7.2,915
40,s626,Movie,Austin Powers in Goldmember,Jay Roach,"['Action & Adventure, Comedies']","The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",5.9,979
41,s627,Movie,Austin Powers: International Man of Mystery,Jay Roach,['Comedies'],"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.",6.5,1013
42,s628,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,"['Action & Adventure, Comedies, Sci-Fi & Fantasy']","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.",6.2,1011
43,s630,Movie,Automata,Gabe Ibáñez,"['International Movies, Sci-Fi & Fantasy, Thrillers']","In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.",5.6,670
44,s639,Movie,Awake,"Aleksandr Chernyaev, Fedor Lyass",['Thrillers'],"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.",6.3,395
45,s667,Movie,Babel,Alejandro G. Iñárritu,"['Dramas, Independent Movies']","When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",6.9,1055
46,s688,Movie,Bad Boys,Michael Bay,"['Action & Adventure, Comedies']","In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.",6.5,1699
47,s689,Movie,Bad Boys II,Michael Bay,"['Action & Adventure, Comedies']","In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.",6.3,1564
48,s733,Movie,Barbecue,Matthew Salleh,"['Documentaries, International Movies']","A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community.",5.8,214
49,s802,Movie,Becoming Jane,Julian Jarrold,"['Dramas, Romantic Movies']",A passionate romance with roguish barrister Tom Lefroy serves as the inspiration for the works of budding novelist Jane Austen.,6.9,317
50,s803,Movie,Bedtime Stories,Adam Shankman,"['Children & Family Movies, Comedies']",Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.,5.9,901
51,s804,Movie,Bee Movie,"Steve Hickner, Simon J. Smith","['Children & Family Movies, Comedies']","Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",5.7,1171
52,s812,TV Show,Behind Enemy Lines,,"['British TV Shows, Docuseries']","After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",6.0,457
53,s835,Movie,Benji,Brandon Camp,"['Children & Family Movies, Dramas']",A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,6.1,35
54,s902,Movie,Big Daddy,Dennis Dugan,['Comedies'],"Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup.",6.1,875
55,s904,Movie,Big Fat Liar,Shawn Levy,"['Children & Family Movies, Comedies']",Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.,5.6,197
56,s906,Movie,Big Miracle,Ken Kwapis,"['Children & Family Movies, Dramas']","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",6.6,152
57,s928,Movie,Billy Elliot,Stephen Daldry,"['Dramas, Independent Movies, International Movies']","When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.",7.4,750
58,s952,Movie,Black Hawk Down,Ridley Scott,"['Action & Adventure, Dramas']","When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.",7.2,1811
59,s964,Movie,Black Snake Moan,Craig Brewer,"['Dramas, Independent Movies']","Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",6.6,243
60,s994,Movie,Blow,Ted Demme,['Dramas'],Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.,7.4,1317
61,s998,Movie,Blue Jasmine,Woody Allen,"['Comedies, Dramas, Independent Movies']",The high life leads to high anxiety for a fashionable New York City homemaker in crisis who finds herself forced to live a more modest lifestyle.,7.0,1098
62,s1002,Movie,Blue Ruin,Jeremy Saulnier,"['Independent Movies, Thrillers']","Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown.",6.9,462
63,s1003,Movie,Blue Streak,Les Mayfield,"['Action & Adventure, Comedies']",A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.,6.1,352
64,s1004,Movie,Blue Valentine,Derek Cianfrance,"['Dramas, Independent Movies, Romantic Movies']","As Cindy and Dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance.",6.9,890
65,s1017,Movie,Bobby,Raj Kapoor,"['Classic Movies, Dramas, International Movies']","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.",6.4,119
66,s1031,Movie,Bolt,"Byron Howard, Chris Williams","['Children & Family Movies, Comedies']","This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.",6.3,1750
67,s1112,Movie,Brooklyn's Finest,Antoine Fuqua,"['Dramas, Thrillers']","Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",6.2,293
68,s1113,Movie,Brother,Julien Abraham,"['Dramas, Independent Movies, International Movies']","Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive.",6.8,107
69,s1118,Movie,Brothers,Karan Malhotra,"['Action & Adventure, Dramas, International Movies']","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament.",6.8,633
70,s1138,Movie,Bully,Lee Hirsch,['Documentaries'],This eye-opening documentary tracks the stories of five different families whose children are struggling to defend themselves from school bullies.,6.7,125
71,s1142,Movie,Burlesque,Steve Antin,"['Dramas, Romantic Movies']","After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice.",6.9,573
72,s1156,Movie,By the Sea,Angelina Jolie,"['Dramas, Romantic Movies']","Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds.",5.4,156
73,s1162,Movie,Cabin Fever,Travis Zariwny,"['Horror Movies, Thrillers']","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",4.4,111
74,s1195,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","['Comedies, Romantic Movies']","At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock.",6.1,122
75,s1209,TV Show,Captive,,"['Crime TV Shows, Docuseries']","This documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",5.6,92
76,s1218,Movie,Cargo,Arati Kadav,"['Comedies, Dramas, Independent Movies']","Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.",5.9,140
77,s1227,Movie,Carrie,Brian De Palma,"['Classic Movies, Cult Movies, Horror Movies']","An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",5.8,1463
78,s1229,Movie,Carriers,"Àlex Pastor, David Pastor","['Horror Movies, Sci-Fi & Fantasy, Thrillers']","As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",5.8,282
79,s1233,Movie,Case 39,Christian Alvart,"['Horror Movies, Thrillers']",A naïve social worker brings a 10-year-old child into her home to rescue the girl from abusive parents – only to learn that she isn't what she seems.,6.1,563
80,s1235,Movie,Casino Royale,Martin Campbell,['Action & Adventure'],"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",7.3,3855
81,s1242,Movie,Cat on a Hot Tin Roof,Richard Brooks,"['Classic Movies, Dramas']","Members of a Southern clan scramble to curry favor with a dying, wealthy patriarch in this adaptation of Tennessee Williams's sizzling stage drama.",7.6,165
82,s1243,Movie,Catch Me If You Can,Steven Spielberg,['Dramas'],"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",7.7,3795
83,s1257,Movie,Center Stage,Nicholas Hytner,['Dramas'],"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",6.8,90
84,s1277,Movie,Chappie,Neill Blomkamp,"['Action & Adventure, Sci-Fi & Fantasy']","In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",6.6,3062
85,s1280,Movie,Charlie and the Chocolate Factory,Tim Burton,"['Children & Family Movies, Comedies']",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,6.7,3624
86,s1281,Movie,Charlie's Angels,McG,"['Action & Adventure, Comedies']","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series.",5.6,1232
87,s1282,Movie,Charlie's Angels: Full Throttle,McG,"['Action & Adventure, Comedies']","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",5.2,914
88,s1284,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","['Children & Family Movies, Classic Movies']","Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",5.8,288
89,s1289,Movie,Chasing Amy,Kevin Smith,"['Comedies, Cult Movies, Dramas']","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",6.7,433
90,s1313,Movie,Chernobyl Diaries,Bradley Parker,"['Horror Movies, Thrillers']","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...",4.9,483
91,s1326,Movie,Chicken Little,Mark Dindal,"['Children & Family Movies, Comedies']",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,5.6,944
92,s1332,Movie,Child's Play,Tom Holland,"['Cult Movies, Horror Movies']","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",6.3,581
93,s1346,Movie,Chloe,Atom Egoyan,"['Independent Movies, Thrillers']","Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",5.9,498
94,s1373,Movie,Christmas with the Kranks,Joe Roth,"['Children & Family Movies, Comedies']",When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,5.2,193
95,s1395,Movie,Circle,"Aaron Hann, Mario Miscione","['Dramas, Independent Movies, Sci-Fi & Fantasy']","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",6.0,333
96,s1397,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']","When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",5.5,348
97,s1401,Movie,City of God,"Fernando Meirelles, Katia Lund","['Dramas, Independent Movies, International Movies']","Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",8.1,1814
98,s1409,Movie,Clash of the Titans,Louis Leterrier,"['Action & Adventure, Sci-Fi & Fantasy']","If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.",5.6,2233
99,s1417,Movie,Click,Frank Coraci,"['Comedies, Sci-Fi & Fantasy']",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,6.0,2104
100,s1425,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","['Action & Adventure, Cult Movies, Dramas']","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",6.6,2977
101,s1427,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",6.5,1747
102,s1428,Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn","['Children & Family Movies, Comedies']","Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches.",6.4,915
103,s1429,Movie,Cloverfield,Matt Reeves,"['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,6.4,2251
104,s1439,Movie,Coach Carter,Thomas Carter,"['Dramas, Sports Movies']",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,7.3,496
105,s1450,Movie,Code Name: The Cleaner,Les Mayfield,"['Action & Adventure, Comedies']",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,4.7,78
106,s1463,TV Show,Collateral,,"['British TV Shows, Crime TV Shows, International TV Shows']","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",7.0,1451
107,s1482,Movie,Concussion,Stacie Passon,"['Dramas, Independent Movies, LGBTQ Movies']","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",7.0,823
108,s1489,TV Show,Containment,,"['TV Dramas, TV Thrillers']","When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",5.1,36
109,s1503,Movie,Coraline,Henry Selick,['Children & Family Movies'],Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.,7.3,1386
110,s1518,Movie,Crash,Paul Haggis,"['Dramas, Independent Movies']","In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.",7.2,1149
111,s1547,Movie,"Crouching Tiger, Hidden Dragon",Ang Lee,"['Action & Adventure, International Movies, Romantic Movies']",A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lee's Oscar-winning martial arts epic.,7.2,927
112,s1556,TV Show,Cursed,,"['TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy']","Armed with mysterious powers and a legendary sword, young rebel Nimue joins forces with charming mercenary Arthur on a mission to save her people.",5.1,167
113,s1566,TV Show,Déjà Vu,,"['International TV Shows, Romantic TV Shows, TV Dramas']","After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price.",8.0,1
114,s1579,Movie,Daddy Day Care,Steve Carr,"['Children & Family Movies, Comedies']","When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.",5.6,506
115,s1584,Movie,Dallas Buyers Club,Jean-Marc Vallée,"['Dramas, Independent Movies, LGBTQ Movies']","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad.",7.9,2886
116,s1605,Movie,Dante's Peak,Roger Donaldson,['Action & Adventure'],"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.",5.7,428
117,s1669,Movie,Death at a Funeral,Neil LaBute,['Comedies'],"When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees.",6.9,497
118,s1701,Movie,Demonic,Will Canon,"['Horror Movies, Independent Movies']","When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",4.9,148
119,s1714,Movie,Desire,Diego Kaplan,"['Dramas, International Movies, Romantic Movies']",A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.,4.1,140
120,s1721,TV Show,Detention,"Su I-Hsuan, Chuang Shiang-an, Liu Yi","['International TV Shows, TV Dramas, TV Horror']",A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,5.7,129
121,s1752,Movie,Die Another Day,Lee Tamahori,['Action & Adventure'],Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,5.8,1092
122,s1767,Movie,Dinner for Schmucks,Jay Roach,['Comedies'],The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,5.5,531
123,s1777,Movie,Disclosure,,"['Documentaries, LGBTQ Movies']","In this documentary, leading trans creatives and thinkers share heartfelt perspectives and analysis about Hollywood's impact on the trans community.",5.9,210
124,s1784,Movie,District 9,Neill Blomkamp,"['Action & Adventure, International Movies, Sci-Fi & Fantasy']","After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",7.3,3382
125,s1788,Movie,Django Unchained,Quentin Tarantino,"['Action & Adventure, Dramas']","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",7.8,10099
126,s1794,Movie,Doctor Zhivago,David Lean,"['Classic Movies, Dramas, Romantic Movies']",A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.,7.4,247
127,s1806,Movie,Dolphin Tale 2,Charles Martin Smith,"['Children & Family Movies, Dramas']","Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies.",6.7,96
128,s1807,Movie,Domino,Brian De Palma,"['International Movies, Thrillers']","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",6.0,444
129,s1812,Movie,Don't Be Afraid of the Dark,Troy Nixey,['Horror Movies'],Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.,5.4,341
130,s1824,Movie,Donnie Brasco,Mike Newell,"['Dramas, Thrillers']","When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",7.4,1147
131,s1825,Movie,Doom,Andrzej Bartkowiak,"['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']",A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.,5.0,609
132,s1829,TV Show,Dope,,"['Crime TV Shows, Docuseries']","Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",7.2,691
133,s1834,Movie,Double Jeopardy,Bruce Beresford,['Thrillers'],"After being framed and serving time for her husband's supposed murder, Libby decides to kill her ""late"" husband for good.",6.2,278
134,s1837,Movie,Doubt,John Patrick Shanley,"['Dramas, Faith & Spirituality']","Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.",7.0,435
135,s1845,TV Show,Dracula,,"['British TV Shows, International TV Shows, TV Dramas']",The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,7.1,1056
136,s1879,Movie,Drive,Tarun Mansukhani,"['Action & Adventure, International Movies']","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",7.4,3725
137,s1894,Movie,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,['Comedies'],This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,4.1,210
138,s1905,Movie,Earth to Echo,Dave Green,"['Children & Family Movies, Sci-Fi & Fantasy']","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",5.7,290
139,s1913,Movie,Easy A,Will Gluck,"['Comedies, Romantic Movies']","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",6.7,2210
140,s1915,Movie,Eat Pray Love,Ryan Murphy,"['Dramas, Romantic Movies']","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",5.8,636
